1 1 4 7.3814000000000005e-02 -1.2584224000000001e+01 1.4935646999999999e+01 2.5708905000000001e+01 0 0 0
2 1 4 -1.5539100000000000e-01 -1.1977472000000001e+01 1.4559642000000000e+01 2.7092476999999999e+01 0 0 0
3 1 59 -1.4920200000000000e-01 -1.2813442999999999e+01 1.3682361000000000e+01 2.7769034000000001e+01 0 0 0
4 1 8 4.0241500000000002e-01 -1.3427807000000000e+01 1.2691834999999999e+01 2.7074400000000001e+01 0 0 0
5 1 9 -3.8281599999999999e-01 -1.4053423000000000e+01 1.1560612000000001e+01 2.7614341000000000e+01 0 0 0
6 1 79 1.3512299999999999e-01 -1.4585089999999999e+01 1.0666378000000000e+01 2.6322724000000001e+01 0 0 0
7 1 9 -2.7064500000000002e-01 -1.4073437999999999e+01 1.1641826000000000e+01 2.5055083000000000e+01 0 0 0
8 1 8 1.6959600000000000e-01 -1.3453481000000000e+01 1.2736260000000000e+01 2.5644971000000002e+01 0 0 0
9 1 59 -2.9479400000000000e-01 -1.2898925000000000e+01 1.3785790000000000e+01 2.4991554000000001e+01 0 0 0
10 1 19 1.3240800000000000e-01 -1.1900574000000001e+01 1.5583883000000000e+01 2.5122547999999998e+01 0 0 0
11 1 19 8.2817000000000002e-02 -1.3532434000000000e+01 1.5501948000000001e+01 2.5912624000000001e+01 0 0 0
12 1 19 1.4920400000000000e-01 -1.1778563999999999e+01 1.5458702000000001e+01 2.7698056999999999e+01 0 0 0
13 1 19 1.4808499999999999e-01 -1.1009508000000000e+01 1.4049846000000001e+01 2.6911496000000000e+01 0 0 0
14 1 22 2.8187299999999998e-01 -1.4202139000000001e+01 1.1463545000000000e+01 2.3995908000000000e+01 0 0 0
15 1 19 1.4325700000000000e-01 -1.7224509999999999e+01 8.6963200000000001e+00 3.0832948999999999e+01 0 0 0
16 1 19 1.5034100000000000e-01 -1.6401461000000001e+01 7.2867050000000004e+00 2.8923898000000001e+01 0 0 0
17 1 9 2.8579300000000002e-01 -1.4192145000000000e+01 1.1230162000000000e+01 2.9030978000000001e+01 0 0 0
18 1 79 -1.7755299999999999e-01 -1.3634024000000000e+01 1.2110291000000000e+01 3.0321472000000000e+01 0 0 0
19 1 8 1.3900499999999999e-01 -1.4808942999999999e+01 1.0094237000000000e+01 2.9570544999999999e+01 0 0 0
20 1 59 -2.4602299999999999e-01 -1.5392749999999999e+01 9.0760939999999994e+00 2.8874013999999999e+01 0 0 0
21 1 9 -6.2144999999999999e-02 -1.4154494000000000e+01 1.1139544000000001e+01 3.1589486999999998e+01 0 0 0
22 1 4 3.8279999999999998e-03 -1.5673670000000000e+01 7.8797530000000000e+00 2.9535793000000002e+01 0 0 0
23 1 8 1.4881600000000000e-01 -1.4796801000000000e+01 1.0045704000000001e+01 3.0999949999999998e+01 0 0 0
24 1 4 -1.2555700000000000e-01 -1.6247563000000000e+01 8.1794829999999994e+00 3.0951917000000002e+01 0 0 0
25 1 59 -8.3353999999999998e-02 -1.5377953000000000e+01 9.0108069999999998e+00 3.1644504999999999e+01 0 0 0
26 1 19 1.4895400000000000e-01 -1.6424496000000001e+01 7.2497360000000004e+00 3.1516155999999999e+01 0 0 0
27 1 19 1.0490600000000000e-01 -1.4733828000000001e+01 7.3147580000000003e+00 2.9652742000000000e+01 0 0 0
28 1 19 1.3878299999999999e-01 -1.4651266000000000e+01 7.0681820000000002e+00 3.7630490999999999e+01 0 0 0
29 1 19 1.5318399999999999e-01 -1.6328686999999999e+01 7.0083240000000000e+00 3.9473959999999998e+01 0 0 0
30 1 19 1.3319100000000000e-01 -1.0860791000000001e+01 1.3780224000000000e+01 3.4867052999999999e+01 0 0 0
31 1 19 1.6104399999999999e-01 -1.1746859000000001e+01 1.5322013999999999e+01 3.3098474000000003e+01 0 0 0
32 1 4 -1.2502500000000000e-01 -1.5595212000000000e+01 7.6466880000000002e+00 3.7514315000000003e+01 0 0 0
33 1 4 -7.5492000000000004e-02 -1.6151754000000000e+01 7.9380709999999999e+00 3.8909720999999998e+01 0 0 0
34 1 9 1.7920400000000000e-01 -1.3950891000000000e+01 1.1385253000000001e+01 3.3031733000000003e+01 0 0 0
35 1 79 -2.3171800000000001e-01 -1.4480321000000000e+01 1.0419737000000000e+01 3.4290137999999999e+01 0 0 0
36 1 8 8.1677000000000000e-02 -1.3317401000000000e+01 1.2483795000000001e+01 3.3621645999999998e+01 0 0 0
37 1 59 -8.1189999999999998e-02 -1.5283124000000001e+01 8.8377339999999993e+00 3.6851812000000002e+01 0 0 0
38 1 59 -9.9146999999999999e-02 -1.2745067000000001e+01 1.3523393000000000e+01 3.2977465000000002e+01 0 0 0
39 1 9 9.0840000000000004e-02 -1.3939978000000000e+01 1.1309797000000000e+01 3.5571396000000000e+01 0 0 0
40 1 4 -1.0464400000000000e-01 -1.2430509000000001e+01 1.4673778000000000e+01 3.3684831000000003e+01 0 0 0
41 1 8 1.1818400000000000e-01 -1.3287766000000000e+01 1.2426387000000000e+01 3.5040315999999997e+01 0 0 0
42 1 4 -1.0765200000000000e-01 -1.1819794999999999e+01 1.4284789999999999e+01 3.5057644000000003e+01 0 0 0
43 1 59 -1.4026300000000000e-01 -1.5268469000000000e+01 8.7729759999999999e+00 3.9612318000000002e+01 0 0 0
44 1 8 1.2666200000000000e-01 -1.4695214000000000e+01 9.8423649999999991e+00 3.7547570000000000e+01 0 0 0
45 1 59 -1.0761700000000000e-01 -1.2682219999999999e+01 1.3421614000000000e+01 3.5735325000000003e+01 0 0 0
46 1 8 1.0523600000000000e-01 -1.4687459000000000e+01 9.8084009999999999e+00 3.8957777999999998e+01 0 0 0
47 1 9 4.0024999999999998e-02 -1.4074312000000001e+01 1.0964779000000000e+01 3.7007229000000002e+01 0 0 0
48 1 9 1.4505799999999999e-01 -1.4014453000000000e+01 1.0874096000000000e+01 3.9555404000000003e+01 0 0 0
49 1 79 -2.0326000000000000e-01 -1.3520152000000000e+01 1.1857891000000000e+01 3.8308481999999998e+01 0 0 0
50 1 19 1.5944100000000000e-01 -1.6296690999999999e+01 7.0400630000000000e+00 3.6891311999999999e+01 0 0 0
51 1 19 1.2305900000000000e-01 -1.7110454000000001e+01 8.4678260000000005e+00 3.8791176000000000e+01 0 0 0
52 1 19 1.5749400000000000e-01 -1.1620602999999999e+01 1.5182793000000000e+01 3.5683194000000000e+01 0 0 0
53 1 19 1.3226900000000000e-01 -1.3374003999999999e+01 1.5248889000000000e+01 3.3888948999999997e+01 0 0 0
54 1 19 1.1608000000000000e-01 -1.4385755000000000e+01 6.5124399999999998e+00 5.3531171999999998e+01 0 0 0
55 1 19 1.2931000000000001e-01 -1.4525041999999999e+01 6.7996819999999998e+00 4.5576413000000002e+01 0 0 0
56 1 19 1.5245800000000001e-01 -1.6049074000000001e+01 6.4545769999999996e+00 5.5414605000000002e+01 0 0 0
